image_path,annotation
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19259_y40180_side1536.jpg,0 806 89 983 176;0 976 329 1076 456;0 734 391 874 527;0 944 673 1012 803;0 425 235 600 339;0 218 223 331 328;0 388 1050 635 1259;0 261 1165 496 1371;0 753 1083 890 1192;0 947 1319 1043 1491;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18935_y41123_side1536.jpg,0 712 107 959 316;0 585 222 820 428;0 1077 140 1214 249;0 1271 376 1367 548;0 567 625 801 762;0 1071 690 1164 841;0 1250 659 1444 853;0 974 983 1051 1096;0 914 1273 988 1411;0 824 1243 973 1326;0 1229 1148 1347 1356;0 122 1174 259 1310;0 284 1190 437 1281;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19424_y41430_side1536.jpg,0 782 69 878 241;0 78 318 312 455;0 582 383 675 534;0 761 352 955 546;0 485 676 562 789;0 425 966 499 1104;0 335 936 484 1019;0 740 841 858 1049;0 1007 1010 1246 1167;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18305_y41809_side1536.jpg,0 752 488 889 624;0 914 504 1067 595;0 357 565 734 880;0 787 951 877 1025;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17341_y42919_side1536.jpg,0 973 574 1038 642;0 1084 534 1201 645;0 1199 663 1293 787;0 236 475 345 565;0 957 904 1100 1129;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25117_y48003_side1536.jpg,0 1034 576 1161 668;0 816 637 946 709;0 824 870 950 1030;0 636 717 749 810;0 532 531 604 644;0 388 586 490 656;0 237 472 327 594;0 343 101 424 250;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25276_y46771_side1536.jpg,0 184 1333 265 1482;0 634 751 692 876;0 794 639 896 691;0 972 106 1048 153;0 1241 413 1382 488;0 408 1077 479 1259;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25424_y45826_side1536.jpg,0 824 1051 900 1098;0 880 618 946 788;0 726 579 833 709;0 554 26 712 258;0 778 208 855 284;0 1093 1358 1234 1433;0 337 537 409 674;0 359 415 518 493;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25445_y44294_side1536.jpg,0 359 767 450 919;0 649 560 892 829;0 1015 657 1249 929;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26293_y44260_side1536.jpg,0 167 691 401 963;0 959 670 1022 772;0 696 772 812 975;0 740 181 823 280;0 1141 1172 1190 1282;0 1207 1261 1299 1353;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26722_y44945_side1536.jpg,0 267 87 383 290;0 712 487 761 597;0 672 690 808 886;0 778 576 870 668;0 1177 1014 1246 1158;0 904 1071 1091 1364;0 569 1245 635 1453;0 540 1138 637 1229;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27098_y45598_side1536.jpg,0 296 37 432 233;0 801 361 870 505;0 528 418 715 711;0 193 592 259 800;0 164 485 261 576;0 611 794 859 956;0 891 861 1065 1176;0 1127 1002 1521 1205;0 1121 125 1236 328;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27827_y45495_side1536.jpg,0 72 464 141 608;0 162 964 336 1279;0 398 1105 792 1308;0 797 853 947 1045;0 392 228 507 431;0 1239 1065 1337 1245;0 1043 1046 1124 1123;0 898 1045 1009 1129;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28011_y44001_side1536.jpg,0 510 939 615 1044;0 493 847 603 948;0 398 1155 480 1310;0 917 1034 984 1195;0 1031 714 1164 865;0 1272 441 1493 624;0 776 38 926 183;0 604 223 777 387;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28899_y43589_side1536.jpg,0 143 1126 276 1277;0 384 853 605 1036;0 623 819 724 954;0 623 522 795 638;0 562 374 686 469;0 373 383 468 517;0 160 400 325 614;0 1381 1083 1482 1223;0 1288 638 1365 822;0 1135 376 1261 443;0 1084 301 1256 370;0 1042 184 1173 261;0 1256 219 1423 349;0 941 962 1033 1101;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27848_y43194_side1536.jpg,0 1424 778 1519 912;0 1211 795 1376 1009;0 939 845 1089 990;0 767 1030 940 1194;0 453 582 675 834;0 169 461 318 592;1 811 225 1235 666;0 1385 273 1494 396;0 1249 354 1297 496;0 1183 99 1299 199;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28670_y42706_side1536.jpg,0 852 1405 1024 1521;0 791 1257 915 1352;0 602 1266 697 1400;0 389 1283 554 1497;0 117 1333 267 1478;0 604 560 895 793;0 819 799 903 939;0 563 761 672 884;0 427 842 475 984;0 361 587 477 687;0 1364 1259 1490 1326;0 1313 1184 1485 1253;0 1271 1067 1402 1144;0 1386 190 1442 296;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28208_y42175_side1536.jpg,0 1066 1091 1357 1324;0 1281 1330 1365 1470;0 1025 1292 1134 1415;0 889 1373 937 1515;0 823 1118 939 1218;0 809 499 1067 856;0 464 314 636 487;0 280 221 433 384;0 226 447 423 740;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27789_y41150_side1536.jpg,0 883 1339 1055 1512;0 699 1246 852 1409;0 487 734 650 869;0 785 677 930 730;0 1390 998 1486 1237;0 777 67 900 155;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28911_y41495_side1536.jpg,0 106 1179 364 1536;0 898 724 1101 840;0 874 872 1093 1036;0 1140 933 1267 1039;0 1164 662 1278 876;0 722 475 970 702;0 832 370 1012 492;0 268 653 364 892;0 1145 1401 1201 1507;0 690 245 779 386;0 954 200 1026 301;0 797 19 955 146;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x29505_y40925_side1536.jpg,0 304 1294 507 1410;0 570 1232 684 1446;0 128 1045 376 1272;0 238 940 418 1062;0 963 728 1044 878;0 1226 541 1285 720;0 1152 420 1231 553;0 1158 94 1330 301;0 1157 1143 1269 1206;0 96 815 185 956;0 360 770 432 871;0 203 589 361 716;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28805_y40375_side1536.jpg,0 625 758 826 874;0 304 312 420 463;0 673 108 742 260;0 730 367 839 484;0 476 47 639 155;0 1144 488 1204 575;0 796 1365 885 1506;0 1060 1320 1132 1421;0 903 1139 1061 1266;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28007_y40100_side1536.jpg,0 559 1117 682 1205;0 662 530 827 671;0 1102 587 1218 738;0 1274 322 1437 430;0 103 284 261 470;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30171_y40531_side1536.jpg,0 297 1122 378 1272;0 560 935 619 1114;0 486 814 565 947;0 492 488 664 695;0 932 670 1089 857;0 912 449 988 577;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30161_y39703_side1536.jpg,0 502 1316 674 1523;0 922 1277 998 1405;0 880 708 1004 876;0 521 64 632 170;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x29265_y38907_side1536.jpg,0 734 969 893 1126;0 1417 860 1528 966;0 879 820 969 937;0 415 460 514 517;0 1046 233 1133 369;0 500 58 627 147;0 291 947 429 1059;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28925_y38307_side1536.jpg,0 755 1060 854 1117;0 1386 833 1473 969;0 840 658 967 747;0 626 484 832 848;0 464 401 675 495;0 21 1024 192 1100;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28240_y36869_side1536.jpg,0 987 1029 1074 1110;0 968 863 1027 1005;0 786 696 895 855;0 459 580 555 649;0 811 376 998 559;0 909 171 1042 384;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x29699_y36740_side1536.jpg,0 383 920 489 1111;0 1052 902 1150 1017;0 849 587 956 816;0 761 470 907 573;0 431 438 645 609;0 236 78 328 193;0 463 168 622 315;0 1379 108 1456 213;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30292_y36001_side1536.jpg,0 168 1209 314 1312;0 786 847 863 952;0 714 699 793 820;0 700 580 817 661;0 1263 690 1327 832;0 1025 1114 1116 1259;0 1026 367 1110 501;0 799 238 850 315;0 15 93 116 203;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30943_y36221_side1536.jpg,0 135 627 212 732;0 63 479 142 600;0 49 360 166 441;0 612 470 676 612;0 374 894 465 1039;0 1074 932 1161 1058;0 375 147 459 281;0 148 18 199 95;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30028_y35228_side1536.jpg,0 964 1353 1081 1434;0 1290 1140 1374 1274;0 1063 1011 1114 1088;0 714 606 807 760;0 1406 139 1485 249;0 1257 85 1349 202;0 994 149 1096 225;0 207 291 336 385;0 329 329 478 391;0 402 537 467 657;0 279 866 380 976;0 169 952 299 1156;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30980_y35135_side1536.jpg,0 12 1446 129 1527;0 338 1233 422 1367;0 111 1104 162 1181;0 692 812 814 931;0 1276 765 1406 884;0 1308 931 1494 1105;0 1195 993 1285 1069;0 730 462 839 553;0 454 232 533 342;0 305 178 397 295;0 42 242 144 318;0 807 18 903 183;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30577_y34233_side1536.jpg,0 1133 1364 1242 1455;0 857 1134 936 1244;0 708 1080 800 1197;0 445 1144 547 1220;0 816 627 894 784;0 1210 920 1306 1085;0 242 303 316 394;0 352 6 457 99;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31266_y34328_side1536.jpg,0 444 1269 553 1360;0 168 1039 247 1149;0 19 985 111 1102;0 127 532 205 689;0 521 825 617 990;0 885 517 1049 743;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30079_y33323_side1536.jpg,0 740 1213 814 1304;0 850 916 955 1009;0 1015 713 1075 890;0 1021 514 1152 666;0 366 224 535 432;0 884 230 1051 326;0 813 308 988 425;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30376_y32271_side1536.jpg,0 69 1276 238 1484;0 587 1282 754 1378;0 516 1360 691 1477;0 662 682 885 825;0 1034 786 1159 941;0 1143 502 1305 622;0 1463 517 1510 676;0 1374 369 1444 534;0 977 69 1109 167;0 235 469 322 614;0 150 383 200 516;0 12 462 89 536;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30154_y31618_side1536.jpg,0 884 1335 1107 1478;0 1365 1155 1527 1275;0 1199 722 1331 820;0 605 597 786 715;0 457 1122 544 1267;0 372 1036 422 1169;0 64 1126 182 1246;0 234 1115 311 1189;0 967 315 1035 456;0 229 217 600 468;0 1204 41 1311 176;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31069_y30853_side1536.jpg,0 52 1080 120 1221;0 289 806 396 941;0 812 758 898 967;0 1097 1191 1292 1344;0 1001 446 1129 571;0 1001 229 1080 310;0 1350 57 1466 139;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31385_y29852_side1536.jpg,0 685 1230 764 1311;0 1034 1058 1150 1140;0 771 718 901 844;0 236 607 381 701;0 748 450 918 593;0 1169 387 1289 544;0 1114 321 1209 397;0 1061 141 1175 327;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31458_y29201_side1536.jpg,0 698 1369 828 1495;0 163 1258 308 1352;0 675 1101 845 1244;0 1096 1038 1216 1195;0 1041 972 1136 1048;0 988 792 1102 978;0 788 585 888 773;0 1131 619 1251 702;1 116 462 577 843;0 376 55 478 155;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30744_y29091_side1536.jpg,0 877 1368 1022 1462;0 621 668 763 757;0 645 474 782 588;0 583 409 672 521;0 399 648 543 752;0 444 890 541 1018;1 830 572 1291 953;0 348 304 444 447;0 588 219 676 357;0 1090 165 1192 265;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30062_y27733_side1536.jpg,0 994 509 1176 635;0 701 307 847 457;0 366 488 537 601;0 385 318 530 409;0 862 1076 948 1270;0 317 1082 407 1200;0 75 1343 239 1508;0 70 161 147 288;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30658_y28566_side1536.jpg,0 707 1193 849 1282;0 731 999 868 1113;0 669 934 758 1046;0 485 1173 629 1277;1 916 1097 1377 1478;0 473 521 740 774;0 434 829 530 972;0 674 744 762 882;0 1176 690 1278 790;0 1082 259 1253 341;0 266 243 352 437;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31496_y28048_side1536.jpg,0 338 1208 440 1308;0 475 902 706 1085;0 244 777 415 859;0 1130 507 1285 607;0 1014 317 1094 453;0 592 176 765 259;0 580 246 731 312;0 450 290 619 394;0 514 26 630 76;0 415 143 521 193;0 377 18 478 96;0 682 30 747 145;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x29233_y27865_side1536.jpg,0 1195 356 1366 469;0 1214 186 1359 277;0 1146 950 1236 1068;0 904 1211 1068 1376;0 662 722 848 962;0 529 1020 669 1095;1 570 422 914 736;0 204 580 308 716;0 328 158 430 330;0 381 6 559 161;0 899 29 976 156;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28551_y26972_side1536.jpg,0 1010 1051 1112 1223;0 1063 899 1241 1054;0 709 539 793 674;0 462 596 685 754;0 497 773 595 933;0 252 257 516 543;0 91 1059 231 1161;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27798_y26920_side1536.jpg,0 1215 648 1438 806;0 1250 825 1348 985;0 1005 309 1269 595;0 670 823 836 915;0 844 1111 984 1213;0 255 834 376 913;0 74 930 346 1101;0 439 306 651 444;0 620 631 776 710;0 183 314 410 463;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26513_y27008_side1536.jpg,0 723 580 832 728;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26354_y25796_side1536.jpg,0 372 902 611 1096;0 996 449 1096 628;0 885 301 1120 414;0 124 170 344 300;0 825 17 910 109;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24493_y25240_side1536.jpg,0 839 936 1029 1088;0 1099 925 1218 1081;0 1285 917 1388 1080;0 722 788 841 912;0 617 435 729 614;0 924 480 1265 729;0 172 746 228 833;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24105_y24528_side1536.jpg,0 1005 1147 1117 1326;0 872 530 999 678;0 482 574 623 691;0 428 502 524 671;0 497 235 642 366;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23424_y24236_side1536.jpg,0 1163 866 1304 983;0 1109 794 1205 963;0 1178 527 1323 658;0 673 1007 941 1177;0 315 698 456 825;0 378 593 545 724;0 409 334 563 555;0 220 492 354 573;0 161 519 208 652;0 83 597 122 711;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x21550_y24380_side1536.jpg,0 864 977 957 1141;0 941 852 1216 1128;0 376 813 539 926;0 453 439 571 516;0 704 552 784 652;0 810 770 909 863;0 931 689 1044 828;0 1313 186 1433 284;0 43 1301 185 1414;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x21003_y24079_side1536.jpg,0 1411 1278 1504 1442;0 923 1114 1086 1227;0 534 610 707 717;0 1000 740 1118 817;0 1251 853 1331 953;0 1357 1071 1456 1164;0 123 601 368 856;0 324 258 492 474;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20068_y23634_side1536.jpg,0 1058 1046 1303 1301;0 1259 703 1427 919;0 649 790 723 910;0 843 192 971 288;0 996 1 1091 172;0 314 55 408 199;0 191 336 275 436;0 117 1199 271 1394;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19129_y22795_side1536.jpg,0 1253 894 1347 1038;0 1130 1175 1214 1275;0 857 642 1021 773;0 474 258 581 366;0 180 437 294 630;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17094_y22284_side1536.jpg,0 980 47 1076 179;0 507 342 594 463;0 466 472 616 553;0 966 506 1038 588;0 372 617 698 756;0 845 764 924 856;0 802 906 866 1050;0 582 1100 746 1167;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x15980_y23706_side1536.jpg,0 864 329 985 509;0 1248 915 1302 1058;0 1142 1075 1271 1161;0 1137 693 1262 1032;0 621 767 751 847;0 466 644 529 788;0 150 373 373 549;0 7 782 145 848;0 7 893 120 995;0 282 1235 376 1343;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17079_y24056_side1536.jpg,0 149 565 203 708;0 676 695 796 781;0 725 528 844 646;0 523 435 624 555;1 786 163 911 297;0 1341 440 1531 523;0 1187 731 1282 948;0 1215 1033 1294 1140;0 1057 880 1141 977;0 1055 760 1157 891;0 851 1019 938 1196;0 660 1062 814 1177;0 531 1209 686 1404;0 193 1022 390 1238;0 43 725 172 811;0 38 343 163 682;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17912_y23906_side1536.jpg,0 508 590 698 673;0 713 424 928 531;0 1163 650 1363 785;0 635 984 747 1134;0 354 881 449 1098;0 382 1183 461 1290;0 224 1030 308 1127;0 222 910 324 1041;0 18 1169 105 1346;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16735_y24773_side1536.jpg,0 1401 163 1485 260;0 1399 43 1501 174;0 1195 302 1282 479;0 1004 345 1158 460;0 875 492 1030 687;0 718 729 870 910;0 537 305 734 521;0 387 8 516 94;0 214 1069 381 1222;0 315 854 530 966;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x15474_y24523_side1536.jpg,0 513 76 626 178;0 788 418 882 526;0 598 743 775 869;0 353 657 485 752;0 218 728 432 935;0 467 914 647 1156;0 904 1103 1002 1267;0 1129 1051 1294 1106;0 614 1349 806 1470;0 1068 1281 1186 1337;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x15733_y25154_side1536.jpg,0 339 112 516 238;0 94 26 226 121;0 208 283 388 525;0 645 472 743 636;0 870 420 1035 475;0 355 718 547 839;0 443 891 585 1028;0 809 650 927 706;0 1216 688 1383 841;0 1317 473 1532 585;0 1193 1030 1286 1235;0 1134 1393 1262 1526;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16341_y25874_side1536.jpg,0 585 310 678 515;0 526 673 654 806;0 696 732 830 859;0 537 859 690 938;0 92 928 240 1048;0 1321 917 1420 1042;0 759 1381 820 1501;0 858 1270 923 1375;0 1002 1412 1052 1500;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17429_y26133_side1536.jpg,0 233 658 332 783;0 409 397 585 622;0 338 990 493 1096;0 1141 854 1178 988;0 954 776 1116 869;0 869 595 981 726;0 1093 420 1150 568;0 1197 527 1310 740;0 1320 322 1510 453;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16205_y26515_side1536.jpg,0 662 32 790 165;0 832 91 966 218;0 673 218 826 297;0 228 287 376 407;0 642 803 732 900;0 500 927 655 1004;0 858 889 918 1055;0 895 740 956 860;0 994 629 1059 734;0 1138 771 1188 859;0 1176 897 1295 982;0 1041 1367 1101 1509;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16931_y27040_side1536.jpg,0 836 83 991 189;0 132 364 192 530;0 169 215 230 335;0 268 104 333 209;0 412 246 462 334;0 450 372 569 457;0 315 842 375 984;0 812 707 924 831;0 715 1139 882 1241;0 653 1306 803 1385;0 385 1340 482 1463;0 295 1312 359 1435;0 1143 867 1241 979;0 936 823 998 978;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16735_y27526_side1536.jpg,0 511 356 571 498;0 1008 221 1120 345;0 911 653 1078 755;0 849 820 999 899;0 834 1015 998 1096;0 581 854 678 977;0 491 826 555 949;0 310 1090 437 1153;0 1339 381 1437 493;0 1132 337 1194 492;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18800_y26813_side1536.jpg,1 321 502 622 962;0 592 183 680 307;0 400 370 522 477;0 1152 403 1386 649;0 1017 979 1135 1149;0 936 888 1072 1005;0 724 1013 848 1163;0 923 1244 1034 1338;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20291_y26879_side1536.jpg,0 575 777 656 969;0 1030 410 1146 507;0 931 231 998 344;0 1220 144 1340 354;0 791 1232 904 1360;0 941 1146 1018 1287;0 371 186 527 297;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19722_y26070_side1536.jpg,0 230 1146 464 1392;0 605 626 663 766;0 1084 203 1136 332;0 1069 411 1312 571;0 940 995 1096 1106;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x21155_y26839_side1536.jpg,0 166 450 282 547;0 67 271 134 384;0 356 184 476 394;0 707 611 880 766;0 563 490 693 610;0 77 1186 154 1327;0 1161 1147 1466 1349;0 1155 1482 1296 1526;0 934 898 1064 1069;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20615_y27738_side1536.jpg,0 467 373 580 501;0 617 287 694 428;0 930 743 1097 804;0 767 1136 854 1221;0 701 1005 847 1108;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x21845_y27038_side1536.jpg,0 17 412 190 567;0 471 948 776 1150;0 465 1283 606 1327;0 244 699 374 870;0 945 405 1047 569;0 1164 517 1292 624;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22935_y27221_side1536.jpg,0 74 334 202 441;0 634 391 874 616;0 720 660 847 847;0 508 1081 645 1219;0 1042 738 1226 985;0 1306 721 1490 940;0 965 606 1096 712;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23625_y28702_side1536.jpg,0 523 377 641 483;0 630 670 797 892;0 876 786 1035 872;0 809 651 876 805;0 897 580 984 725;0 1442 132 1526 230;0 1383 1047 1493 1177;0 1186 729 1340 897;0 1308 596 1432 715;0 1195 906 1304 997;0 717 1042 759 1172;0 660 904 700 1005;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24202_y28580_side1536.jpg,0 53 792 220 1014;0 299 908 458 994;0 232 773 299 927;0 320 702 407 847;0 865 254 949 352;0 798 500 1096 662;0 953 787 1103 871;0 1066 645 1160 718;0 1221 446 1320 617;0 995 1039 1160 1152;0 805 938 976 1065;0 806 1169 916 1299;0 609 851 763 1019;0 731 718 855 837;0 618 1028 727 1119;0 140 1164 182 1294;0 83 1026 123 1127;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23242_y28985_side1536.jpg,0 906 94 1024 200;0 1013 387 1180 609;0 1259 503 1418 589;0 1192 368 1259 522;0 1280 297 1367 442;0 1100 759 1142 889;0 1043 621 1083 722;0 350 810 482 919;0 873 1360 1051 1492;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24066_y30090_side1536.jpg,0 49 255 227 387;0 751 439 884 569;0 1123 439 1292 623;0 1354 488 1453 602;0 229 766 360 820;0 181 542 326 663;1 86 520 180 563;0 980 1184 1129 1246;0 855 1065 999 1123;0 716 1165 850 1237;0 686 1414 738 1488;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23031_y29930_side1536.jpg,0 1084 415 1262 547;0 1264 926 1395 980;0 787 971 974 1061;0 1216 702 1361 823;0 295 997 437 1116;0 145 891 270 960;1 1121 680 1215 723;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25315_y26676_side1536.jpg,0 636 435 794 534;0 544 321 749 408;0 920 773 986 898;0 1061 916 1146 1034;0 1194 876 1286 1007;0 605 1012 737 1123;0 619 1136 756 1197;0 993 1129 1085 1216;0 236 789 356 883;0 203 1310 317 1453;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24749_y27162_side1536.jpg,0 1171 526 1303 637;0 1185 650 1322 711;0 802 303 922 397;0 449 404 614 612;0 237 380 331 453;0 549 876 640 1016;0 680 961 794 1056;0 769 824 883 967;0 874 1005 989 1075;0 826 1138 896 1234;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23107_y26126_side1536.jpg,0 808 793 1049 957;0 503 603 713 720;0 432 82 538 208;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22706_y25473_side1536.jpg,0 904 1256 1114 1373;0 400 809 591 964;0 833 735 939 861;0 992 477 1089 632;0 651 94 876 350;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22648_y24151_side1536.jpg,0 1091 783 1232 910;0 1154 678 1321 809;0 1185 419 1339 640;0 996 577 1130 658;0 937 604 984 737;0 859 682 898 796;0 629 508 750 619;0 575 421 691 501;0 215 415 335 513;0 493 993 700 1158;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22373_y22148_side1536.jpg,0 1408 936 1474 1095;0 1311 1096 1382 1313;0 619 754 727 905;0 489 907 642 1018;0 302 786 491 865;0 1067 563 1213 641;0 388 508 523 639;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24516_y20312_side1536.jpg,0 869 702 979 761;0 1150 580 1388 810;0 1032 307 1135 435;0 379 998 498 1078;0 626 1093 728 1237;0 250 958 344 1091;0 178 723 356 855;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25821_y20524_side1536.jpg,0 815 845 1001 954;0 709 738 913 806;0 780 562 826 713;0 568 674 689 770;0 1212 79 1425 300;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26309_y19699_side1536.jpg,0 584 735 717 846;0 584 521 664 600;0 724 904 937 1125;0 1171 914 1274 1033;0 334 21 478 129;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25945_y18979_side1536.jpg,0 948 1241 1028 1320;0 698 741 842 849;0 681 522 771 648;0 277 391 372 552;0 322 645 399 749;0 1123 488 1181 578;0 1163 642 1260 765;0 806 358 880 552;0 318 214 508 297;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27017_y16727_side1536.jpg,0 562 1058 638 1186;0 436 879 554 957;0 37 363 199 528;0 336 379 489 449;0 1092 609 1155 735;0 968 661 1073 831;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26297_y15850_side1536.jpg,0 757 1240 919 1405;0 1056 1256 1209 1326;0 672 707 798 772;0 885 312 962 487;0 499 181 563 361;0 332 163 476 267;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25571_y15041_side1536.jpg,0 1225 990 1289 1170;0 1058 972 1202 1076;1 493 974 626 1071;0 226 554 335 596;0 353 553 504 635;0 629 651 684 757;0 728 419 788 530;0 885 398 965 517;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26618_y14333_side1536.jpg,0 813 877 931 961;0 545 1103 702 1215;0 614 953 687 1081;0 647 812 715 939;0 425 740 644 832;0 391 645 486 815;0 215 611 335 696;0 373 835 560 1084;0 1228 154 1298 229;0 1220 293 1304 464;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26078_y13853_side1536.jpg,0 1353 1357 1471 1441;0 1187 1292 1255 1419;0 965 1220 1184 1312;0 931 1125 1026 1295;0 755 1091 875 1176;0 618 357 824 450;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27572_y14193_side1536.jpg,0 667 452 842 671;0 919 534 1046 696;0 783 153 895 312;0 274 294 344 369;0 266 433 350 604;0 1177 437 1281 506;0 947 1096 1031 1243;0 798 1269 887 1338;0 849 1370 967 1436;0 941 893 1006 1036;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28206_y14025_side1536.jpg,0 33 620 208 839;0 285 702 412 864;0 149 321 261 480;0 543 605 647 674;0 809 466 975 569;0 1282 1072 1382 1202;0 868 1244 1037 1333;0 313 1264 397 1411;0 164 1437 253 1506;0 307 1061 372 1204;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26577_y12571_side1536.jpg,0 865 1014 982 1048;0 543 769 683 925;0 867 455 961 555;0 989 106 1186 265;0 428 49 523 102;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25944_y11557_side1536.jpg,0 1061 1063 1156 1116;0 847 703 943 829;0 774 607 866 752;0 855 522 968 629;0 599 409 706 487;0 364 443 494 574;0 589 846 700 916;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26313_y9754_side1536.jpg,0 614 673 807 752;0 680 528 761 700;0 594 502 702 636;0 210 366 262 495;0 86 393 198 475;0 330 1105 477 1185;0 748 1280 872 1350;0 1371 899 1420 990;0 1196 138 1353 306;0 970 241 1120 367;
